text,start,duration,video_id
LESS POSSIBLE,128.399,5.121,LeXArY1x9zo
FOR BIG FAT AND FILL UP,130.239,4.72,LeXArY1x9zo
THE FOOD,133.52,4.4,LeXArY1x9zo
IN BOTH LIFE,134.959,6.321,LeXArY1x9zo
I REALLY ENJOY WORKING,137.92,6.959,LeXArY1x9zo
IN FOOD AND BEVERAGE,141.28,3.599,LeXArY1x9zo
I REALLY ENJOY WORK IN THE FOOD AND,147.599,5.601,LeXArY1x9zo
BEVERAGE DEPARTMENT,150.64,3.599,LeXArY1x9zo
BECAUSE,153.2,2.16,LeXArY1x9zo
I MET,154.239,3.761,LeXArY1x9zo
I MADE MONTHLY NATIONAL,155.36,4.48,LeXArY1x9zo
CUSTOMER,158.0,2.64,LeXArY1x9zo
WHICH,159.84,3.52,LeXArY1x9zo
WHICH HAVE DIFFERENT NEEDS,160.64,4.48,LeXArY1x9zo
I FEEL FUN,163.36,3.76,LeXArY1x9zo
AND CHALLENGING,165.12,6.56,LeXArY1x9zo
IN MY CUSTOMER SERVICE WORK AND,167.12,7.199,LeXArY1x9zo
AND AM HAPPY EVERY TIME,171.68,5.279,LeXArY1x9zo
THAT WE GET COMPLIMENTS,174.319,4.321,LeXArY1x9zo
FROM CUSTOMERS,176.959,4.0,LeXArY1x9zo
WHEN WE WORK HARD FOO,178.64,5.56,LeXArY1x9zo
THANK YOU,180.959,3.241,LeXArY1x9zo
HI MY NAME IS KARISHMA PATHAK,1.599,5.441,hqHWFrG1my8
I AM FROM PHAR KHABAD UTTAR PRADESH MY,4.08,3.6,hqHWFrG1my8
AGE IS,7.04,3.76,hqHWFrG1my8
22 YEARS MY HEIGHT IS 5 FEET 5,7.68,5.839,hqHWFrG1my8
INCHES MY HOBBIES ARE LISTENING MUSIC,10.8,4.08,hqHWFrG1my8
SINGING DANCING,13.519,3.6,hqHWFrG1my8
AND READING BOOKS AND MY INTEREST IN,14.88,3.28,hqHWFrG1my8
ACTING,17.119,4.561,hqHWFrG1my8
THE LANGUAGES WHICH I CAN SPEAK IS HINDI,18.16,6.4,hqHWFrG1my8
ENGLISH PUNJABI BHOJPURI AND TRADITIONAL,21.68,4.48,hqHWFrG1my8
UP LANGUAGES,24.56,7.28,hqHWFrG1my8
MY PROFILES ARE,26.16,5.68,hqHWFrG1my8
THANK YOU,38.96,3.759,hqHWFrG1my8
HELLO THERE I'M MARIA SURE I'M GALAN 27,0.03,5.16,1kEXoDqDMMA
YEARS OLD MARRIED AND A FILIPINO,3.3,4.619,1kEXoDqDMMA
AMERICAN CITIZEN I FINISHED MY DEGREE IN,5.19,5.159,1kEXoDqDMMA
BACHELOR OF ARTS AND MASS COMMUNICATIONS,7.919,6.001,1kEXoDqDMMA
IN LYCEUM NORTHWESTERN UNIVERSITY I HAVE,10.349,5.731,1kEXoDqDMMA
MORE THAN TWO YEARS EXPERIENCE AS AN,13.92,4.56,1kEXoDqDMMA
ONLY ENGLISH TEACHER AT FIVE ON TOP I,16.08,5.16,1kEXoDqDMMA
ALSO HAVE MY TESOL CERTIFICATE,18.48,5.969,1kEXoDqDMMA
I LOVE TEACHING BECAUSE SEEING SMILES,21.24,5.25,1kEXoDqDMMA
AND LAUGHS TEARS FROM MY STUDENTS IS,24.449,6.111,1kEXoDqDMMA
PRICELESS THANK YOU,26.49,4.07,1kEXoDqDMMA
HI I'M TEACHER MARY GRACE I'M FROM THE,0.56,6.629,gbegsiuprlA
PHILIPPINES I TOOK UP BUSINESS,4.71,5.4,gbegsiuprlA
ADMINISTRATION WHEN I WAS IN COLLEGE BUT,7.189,6.551,gbegsiuprlA
I DECIDED TO PURSUE TEACHING ENGLISH IS,10.11,6.29,gbegsiuprlA
A VERY INTERESTING AND USEFUL LANGUAGE,13.74,5.4,gbegsiuprlA
BUT SOMETIMES IT'S DIFFICULT TO,16.4,5.5,gbegsiuprlA
UNDERSTAND BUT YOU HAVE NOTHING TO WORRY,19.14,5.7,gbegsiuprlA
ABOUT I WILL BE HERE TO HELP YOU AND,21.9,5.4,gbegsiuprlA
GUIDE YOU I HAVE BEEN TEACHING ENGLISH,24.84,5.009,gbegsiuprlA
FOR FEARS NOW AND HAVE COME ACROSS,27.3,5.279,gbegsiuprlA
PEOPLE WITH DIFFERENT LEVELS OF ENGLISH,29.849,6.001,gbegsiuprlA
COMMUNICATION SKILLS GUARANTEED THAT I,32.579,6.151,gbegsiuprlA
WILL BE OF GREAT ASSISTANCE I'LL MAKE,35.85,5.67,gbegsiuprlA
HER CLASS AS LIVELY AS POSSIBLE AND WE,38.73,5.34,gbegsiuprlA
CAN EVEN BE FRIENDS HOPE TO SEE YOU IN,41.52,2.879,gbegsiuprlA
CLASS,44.07,3.2,gbegsiuprlA
DID I,44.399,2.871,gbegsiuprlA
HI MY NAME IS ALONA JANE,0.26,7.45,ojbMAVRG_o4
BUT I PREFER TO BE CALLED JANE I AM 23,3.6,7.079,ojbMAVRG_o4
YEARS OLD AND I'M A GRADUATE OF BACHELOR,7.71,5.61,ojbMAVRG_o4
OF ARTS MAJOR IN ENGLISH AT WESTERN,10.679,6.031,ojbMAVRG_o4
MINDANAO STATE UNIVERSITY RIGHT AFTER MY,13.32,5.73,ojbMAVRG_o4
COLLEGE I BEGAN JOINING TRAINING,16.71,4.5,ojbMAVRG_o4
INSTITUTION LIKE ENGLISH PROFICIENCY,19.05,5.1,ojbMAVRG_o4
PUBLIC SPEAKING AND VARIETIES OF ENGLISH,21.21,5.79,ojbMAVRG_o4
LANGUAGE TRAINING I HAVE BEEN TEACHING,24.15,5.459,ojbMAVRG_o4
ONLINE FOR THREE YEARS NOW BECAUSE I,27.0,5.579,ojbMAVRG_o4
STARTED TEACHING WHEN I WAS 19 AND I'M,29.609,5.22,ojbMAVRG_o4
REALLY ENJOYING IT BECAUSE TEACHING HAS,32.579,5.07,ojbMAVRG_o4
ALWAYS BEEN A PASSION I KNOW ENGLISH IS,34.829,5.25,ojbMAVRG_o4
NOT EASY TO LEARN BUT THERE ARE MANY,37.649,6.261,ojbMAVRG_o4
WAYS TO MAKE IT EASIER FUN AND EXCITING,40.079,6.57,ojbMAVRG_o4
THEREFORE IN MY CLASS YOU WILL REALLY,43.91,4.12,ojbMAVRG_o4
HAVE FUN WHILE LEARNING,46.649,5.011,ojbMAVRG_o4
I AM VERY FRIENDLY AND PATIENT - SO YOU,48.03,5.25,ojbMAVRG_o4
WILL NOT JUST HAVE ME AS YOUR TEACHER,51.66,4.919,ojbMAVRG_o4
BUT ALSO AS A FRIEND AGAIN,53.28,5.49,ojbMAVRG_o4
THIS IS TEACHER JANE THE KEY TO YOUR,56.579,4.861,ojbMAVRG_o4
SUCCESS IN ENGLISH LEARNING I HOPE TO,58.77,3.179,ojbMAVRG_o4
SEE YOU SOON,61.44,1.54,ojbMAVRG_o4
BYE,61.949,3.741,ojbMAVRG_o4
[APPLAUSE],62.98,2.71,ojbMAVRG_o4
HI MY NAME IS MAO AND I'M FROM,0.77,6.46,utwNhk3nmVU
PHILIPPINES I WAS BORN AND RAISED IN A,4.11,5.55,utwNhk3nmVU
SMALL CITY OF KEBAYA BUT I'VE BEEN,7.23,4.14,utwNhk3nmVU
LIVING IN MANILA FOR MORE THAN 10 YEARS,9.66,4.769,utwNhk3nmVU
I TOOK UP NURSING WHEN I WAS IN COLLEGE,11.37,6.36,utwNhk3nmVU
BUT I DECIDED TO PURSUE TEACHING BECAUSE,14.429,5.281,utwNhk3nmVU
THEY FIND IT MORE CHALLENGING AND FINE,17.73,4.59,utwNhk3nmVU
I'M ALSO AN ADVENTUROUS TYPE OF PERSON,19.71,4.829,utwNhk3nmVU
AND I LIKE LEARNING NEW THINGS THAT'S,22.32,5.039,utwNhk3nmVU
WHY I LOVE TRAVELING SO MUCH I ALSO,24.539,4.83,utwNhk3nmVU
ENJOY LEARNING DIFFERENT CULTURES AND,27.359,5.7,utwNhk3nmVU
MEETING NEW PEOPLE WELL IN FACT MAKING,29.369,6.451,utwNhk3nmVU
FRIENDS IS ONE OF MY BEST SKILLS I AM,33.059,4.861,utwNhk3nmVU
VERY GOOD IN ADAPTING TO NEW ENVIRONMENT,35.82,3.419,utwNhk3nmVU
AND NEW SITUATION,37.92,3.84,utwNhk3nmVU
SO IN SHORT AND VERY FRIENDLY AND I,39.239,5.0,utwNhk3nmVU
EASILY GET ALONG WELL WITH EVERYONE,41.76,5.4,utwNhk3nmVU
CURRENTLY RIGHT NOW I'M WORKING AS A,44.239,5.41,utwNhk3nmVU
FREELANCE GRAPHIC ARTIST AND AN ONLINE,47.16,5.55,utwNhk3nmVU
ENGLISH TEACHER I HAVE BEEN TEACHING FOR,49.649,3.84,utwNhk3nmVU
4 YEARS,52.71,2.52,utwNhk3nmVU
AND MY STUDENTS COME FROM DIFFERENT,53.489,3.96,utwNhk3nmVU
COUNTRIES WITH DIFFERENT BACKGROUNDS AND,55.23,3.78,utwNhk3nmVU
FROM ALL WALKS OF LIFE,57.449,3.721,utwNhk3nmVU
I TAUGHT STUDENTS FROM DIFFERENT LEVELS,59.01,5.969,utwNhk3nmVU
FROM BEGINNER AND ADVANCED LEVELS I ALSO,61.17,6.3,utwNhk3nmVU
EXPERIENCE TEACHING KIDS IN A GROUP SET,64.979,4.591,utwNhk3nmVU
UP AND HAD SOME TRAINING ON HOW TO,67.47,6.75,utwNhk3nmVU
HANDLE CLASSES FOR KIDS AND ADULTS TILE,69.57,7.02,utwNhk3nmVU
IS ALSO CUSTOMIZED ACCORDING TO THE,74.22,5.789,utwNhk3nmVU
LEVEL AND GOAL OF THE STUDENTS BUT ONE,76.59,5.88,utwNhk3nmVU
THING IS CONSTANT I ALWAYS GIVE MY,80.009,5.491,utwNhk3nmVU
HUNDRED PERCENT IN EACH CLASS I ALWAYS,82.47,5.13,utwNhk3nmVU
MAKE SURE THAT THE STUDENTS WILL FEEL,85.5,5.07,utwNhk3nmVU
RELAXED AND COMFORTABLE IN MY CLASS AND,87.6,5.97,utwNhk3nmVU
I FIND WAYS HOW TO BE CREATIVE ALL THE,90.57,7.13,utwNhk3nmVU
TIME AND NOW LET'S TALK ABOUT MY HOBBIES,93.57,7.159,utwNhk3nmVU
WELL IN FACT I DO HAVE A LOT OF HOBBIES,97.7,6.66,utwNhk3nmVU
THAT INCLUDE WATCHING MOVIES TV SERIES,100.729,7.241,utwNhk3nmVU
JAPANESE ANIMATION I ALSO LIKE STUDYING,104.36,6.88,utwNhk3nmVU
FOREIGN LANGUAGES I ALSO LIKE PHOTO OR,107.97,7.38,utwNhk3nmVU
VIDEO EDITING I ALSO LOVE SPORTS LIKE,111.24,7.5,utwNhk3nmVU
FALLIBLE AND BASKETBALL I ALSO LOVE,115.35,7.049,utwNhk3nmVU
ANIMALS A LOT ACTUALLY I HAVE A DOGS AT,118.74,6.18,utwNhk3nmVU
HOME AND I REALLY CONSIDER THEM AS MY,122.399,6.75,utwNhk3nmVU
FAMILY MY PASSION IS RELATED TO ART SO I,124.92,7.77,utwNhk3nmVU
LIKE PHOTOGRAPHY AND FASHION SO I GUESS,129.149,4.261,utwNhk3nmVU
THAT'S,132.69,4.94,utwNhk3nmVU
ALL I CAN SAY ABOUT MYSELF BY,133.41,4.22,utwNhk3nmVU
IT ALWAYS STRIKES ME HOW PEOPLE THINK ABOUT THEIR PRESENTATIONS OR HOW THEY,5.69,5.619,LrjlW00kkws
PREPARE THEIR PRESENTATIONS. I'M ACTUALLY TALKING ABOUT THE FIRST WORDS,11.309,4.681,LrjlW00kkws
THE FIRST SENTENCES OF A PRESENTATION.,15.99,1.527,LrjlW00kkws
WHAT MOST PEOPLE DO IS  THEY THINK OF A PRESENTATION,17.517,2.073,LrjlW00kkws
SO AUTOMATICALLY YOU THINK ABOUT A POWERPOINT SO YOU MAKE YOUR SLIDES,19.59,4.439,LrjlW00kkws
YOU LOOK AT YOUR SLIDES AND YOU THINK ABOUT WHAT WILL I SAY SHOWING EACH SLIDE,24.029,4.981,LrjlW00kkws
BUT MY QUESTION TO YOU IS THIS: WHAT ARE YOUR FIRST WORDS?,29.01,5.85,LrjlW00kkws
WHAT ARE YOUR FIRST SENTENCES? VERY FEW PEOPLE THINK ABOUT THAT JUST THINK A MINUTE,34.86,3.99,LrjlW00kkws
ABOUT THE PRESENTATIONS THAT YOU HAVE ALREADY SEEN IN THE PAST,38.85,3.389,LrjlW00kkws
MAYBE THEPRESENTATIONS THAT YOU HAVE DONE YOURSELF,42.239,2.963,LrjlW00kkws
THERE IS A CLICHE SENTENCE THAT,45.202,1.837,LrjlW00kkws
MOST SPEAKERS USE TO INTRODUCE THEIR TOPIC. THEY SAY SOMETHING LIKE,47.039,4.981,LrjlW00kkws
"GOOD MORNING,  GOOD AFTERNOON, MY NAME IS ... (IF THEY DON'T KNOW YOU)",52.02,3.48,LrjlW00kkws
AND THEN THERE IS THIS TYPICAL SENTENCE,55.5,1.8,LrjlW00kkws
"""TODAY I'M GOING TO TALK TO YOU ABOUT...""",57.3,3.5,LrjlW00kkws
"NOW YOU MIGHT SAY ""SO WHAT'S THE PROBLEM?""",60.8,2.38,LrjlW00kkws
THE PROBLEM WITH THIS SENTENCE IS THAT YOU'RE ACTUALLY,63.18,2.07,LrjlW00kkws
ANSWERING THE WRONG QUESTION YOU'RE ANSWERING THE WHAT QUESTION.,65.25,3.45,LrjlW00kkws
WHAT ARE YOU GOING TO DO?,68.7,1.23,LrjlW00kkws
I'M GOING TO TALK ABOUT....  IF YOU THINK ABOUT IT MOST AUDIENCES KNOW,69.93,5.64,LrjlW00kkws
WHAT YOU'RE GOING TO TALK ABOUT EITHER YOU ARE INTRODUCED OR THERE IS A PROGRAM,75.57,4.38,LrjlW00kkws
OR THERE IS A MEETING SO THERE IS AN AGENDA SO PEOPLE KNOW WHAT YOUR TOPIC IS ALL ABOUT,79.95,4.95,LrjlW00kkws
THE MOST INTERESTING QUESTION TO ANSWER IS THE WHY QUESTION,84.9,5.46,LrjlW00kkws
WHY ARE YOU THERE TO TALK ABOUT THIS TOPIC AND EVEN MORE IMPORTANTLY WHY IS IT IMPORTANT,90.36,4.829,LrjlW00kkws
FOR THE AUDIENCE TO LISTEN TO YOU SO MY ADVICE FOR YOU IS TO FOCUS ON THE WHY QUESTION,95.189,6.011,LrjlW00kkws
NOW HOW CAN YOU DO THAT?  I ADVISE PEOPLE TO FOCUS ON A STORY TO,101.2,4.699,LrjlW00kkws
"BEGIN THEIR PRESENTATION. NOW IF YOU THINK ABOUT STORIES, STORIES BEGIN WITH A TIME FRAME",105.899,5.101,LrjlW00kkws
JUST LOOK AT FAIRYTALES.  THEY START WITH ONCE UPON A TIME ...,111.0,5.1,LrjlW00kkws
IM' NOT GOING TO SUGGEST THAT YOU START YOUR PROFESSIONAL PRESENTATION WITH ONCE UPON,116.1,3.36,LrjlW00kkws
A TIME ... BUT YOU CAN START WITH A TIME FRAME. SOMETHING LIKE: YESTERDAY,119.46,4.83,LrjlW00kkws
"TWO WEEKS AGO, LAST YEAR, THREE MONTHS AGO ... NOW WHAT'S THE KIND OF STORY THAT YOU CAN",124.29,4.919,LrjlW00kkws
SHARE THEN? USE REAL STORIES.  IT HAS TO BE SOMETHING THAT HAPPENED,129.209,4.141,LrjlW00kkws
TO YOU. IT HAS TO BE SOMETHING THAT YOU HEARD. SO YOU CAN REFER TO A CONVERSATION,133.35,5.25,LrjlW00kkws
YOU HAD WITH A COLLEAGUE. YOU CAN SAY SOMETHING LIKE: YESTERDAY I HAD A,138.6,4.05,LrjlW00kkws
CONVERSATION WITH ... BUT THEN THERE HAS TO BE A REASON WHY YOU REFER TO THAT,142.65,4.53,LrjlW00kkws
CONVERSATION.  AND THERE IS THIS LINKING SENTENCE THAT I USE IN LOTS OF,147.18,4.53,LrjlW00kkws
PRESENTATIONS I TELL MY STORY AND THEN I CONTINUE SAYING: NOW WHY DO I TELL YOU THIS?,151.71,4.77,LrjlW00kkws
BECAUSE MY OBJECTIVE OR MY GOAL WITH THIS PRESENTATION IS TO ...,156.48,5.52,LrjlW00kkws
SO WHAT YOU CAN DO IS BE VERY CONSCIOUS OF THE COMPANY'S STORIES I MIGHT SAY,162.0,5.31,LrjlW00kkws
"IT CAN BE SOMETHING THAT HAPPENED WITH A CUSTOMER, IT CAN BE AN ARTICLE YOU READ,",167.31,4.26,LrjlW00kkws
"IT CAN BE SOMETHING THAT YOU HEARD ABOUT,  IT CAN BE A CONVERSATION YOU HAD ...",171.57,4.43,LrjlW00kkws
"SO USE THESE STORIES TO BEGIN YOUR PRESENTATIONS, LINK THEM TO YOUR GOAL AND IT WILL BE SO",176.0,7.0,LrjlW00kkws
MUCH MORE INTERESTING FOR YOUR AUDIENCE BECAUSE IT WILL BE CRYSTAL CLEAR FOR THEM,183.0,3.5,LrjlW00kkws
FROM THE VERY FIRST MINUTE WHY IT IS IMPORTANT TO THEM.,186.5,4.5,LrjlW00kkws
SO NEXT TIME YOU PREPARE YOUR PRESENTATION  FOCUS ON THAT WHY QUESTION AND TELL THEM A STORY,191.0,6.84,LrjlW00kkws
HELLO EVERYONE HELLO MY NAME IS RACHEL,0.11,9.85,HgVBxs5G1zE
PEREZ I WAS BORN AND RAISED IN TORONTO,5.91,8.13,HgVBxs5G1zE
ONTARIO CANADA NOT ONLY THAT BUT I HAVE,9.96,6.659,HgVBxs5G1zE
BEEN TEACHING ONLINE ENGLISH FOR ALMOST,14.04,7.409,HgVBxs5G1zE
THREE THREE YEARS NOW I LOVE SPORTS SUCH,16.619,8.391,HgVBxs5G1zE
AS BASKETBALL VOLLEYBALL AND BADMINTON,21.449,6.57,HgVBxs5G1zE
ALSO I HAVE BEEN TEACHING DIFFERENT,25.01,6.03,HgVBxs5G1zE
TYPES OF STUDENTS FROM 5 YEARS OLD TO,28.019,8.281,HgVBxs5G1zE
ELDERLY ALSO I AM A VERY PATIENT HELPFUL,31.04,8.32,HgVBxs5G1zE
AND LOVING PERSON I WILL MAKE SURE THAT,36.3,8.36,HgVBxs5G1zE
YOU WILL LEARN ENGLISH FUN HAPPILY AND,39.36,8.58,HgVBxs5G1zE
PROFESSIONALLY SO AND I LIKE TO MAKE,44.66,5.59,HgVBxs5G1zE
SURE THAT IT IS ALWAYS A POSITIVE AND,47.94,5.4,HgVBxs5G1zE
FUN ENVIRONMENT SO THAT YOU WILL BE ABLE,50.25,5.789,HgVBxs5G1zE
TO LEARN TO YOUR FULL POTENTIAL WELL,53.34,5.25,HgVBxs5G1zE
THAT'S IT FOR NOW IF YOU WANT TO KNOW,56.039,5.16,HgVBxs5G1zE
MORE SEE YOU IN CLASS,58.59,3.18,HgVBxs5G1zE
BYE BYE,61.199,3.83,HgVBxs5G1zE
[MUSIC],61.77,3.259,HgVBxs5G1zE
HI THERE MY NAME IS MICAH VON DER LIFE I,0.53,7.75,pzCuKh7QyOA
AM A NURSE MIDWIFE GRADUATE FROM ONE OF,5.069,5.78,pzCuKh7QyOA
THE PRESTIGIOUS SCHOOL IN MY COUNTRY,8.28,6.779,pzCuKh7QyOA
WELL I'VE BEEN IN THE ESL INDUSTRY FOR,10.849,7.781,pzCuKh7QyOA
ALMOST 3 YEARS ALREADY AND MOST OF MY,15.059,6.751,pzCuKh7QyOA
STUDENTS ARE KOREAN FOR BOTH MAN-TO-MAN,18.63,7.02,pzCuKh7QyOA
AND ONLINE CLASSES OTHERS ARE STUDENTS,21.81,6.75,pzCuKh7QyOA
WHO ARE FROM MONOLINGUAL COUNTRIES AND,25.65,6.51,pzCuKh7QyOA
THOSE WHO WANTS TO IMPROVE THEIR ENGLISH,28.56,8.37,pzCuKh7QyOA
SKILLS ESPECIALLY THEIR ORAL SKILLS MY,32.16,7.95,pzCuKh7QyOA
HOBBIES ARE LISTENING TO MUSIC WATCHING,36.93,6.36,pzCuKh7QyOA
MOVIES I USUALLY FINISHED KOREAN DRAMA,40.11,7.289,pzCuKh7QyOA
FOR A DAY AND MAYBE YOU CAN ADD READ A,43.29,8.01,pzCuKh7QyOA
LOT OF NOVELS ESPECIALLY NOVELS FROM,47.399,8.941,pzCuKh7QyOA
JOHN GRISHAM AND EATING I TRIED KIMCHI,51.3,7.739,pzCuKh7QyOA
AND I THINK I FELL IN LOVE ALL OF THE,56.34,5.85,pzCuKh7QyOA
SIDE IN WITH THIS FOOD AND A LOT MORE IF,59.039,6.27,pzCuKh7QyOA
YOU'RE GONNA KNOW ME MORE WELL FIRST AND,62.19,6.63,pzCuKh7QyOA
FOREMOST I THINK THAT I AM FRIENDLY TO,65.309,6.961,pzCuKh7QyOA
HAVE A CLASS WITH AND THAT MAKES MOST OF,68.82,6.24,pzCuKh7QyOA
MY SIS CONFORTABLE AND CONFIDENT TO BE,72.27,7.5,pzCuKh7QyOA
WITH ME ON MOST OF MY CLASSES ALSO I AM,75.06,8.46,pzCuKh7QyOA
VERY APPROACHABLE FURTHERMORE I AM AN,79.77,6.779,pzCuKh7QyOA
OPEN-MINDED PERSON BUT MOST IMPORTANTLY,83.52,7.32,pzCuKh7QyOA
I MAKE MY CLASS UNIQUE FOR EACH AS MY,86.549,8.28,pzCuKh7QyOA
STUDENTS AND I SEE TO IT THAT I PROVIDE,90.84,7.05,pzCuKh7QyOA
THEM LEARNING IN ACCORDANCE TO THEIR,94.829,6.301,pzCuKh7QyOA
LEVEL SO I'LL BE LOOKING FORWARD TO TALK,97.89,7.46,pzCuKh7QyOA
WITH YOU AND LET'S LEARN TOGETHER,101.13,4.22,pzCuKh7QyOA
[MUSIC],3.99,3.21,J8JCvKDqkj8
I'M 16 YEARS OLD AND I'M FROM THE,5.6,4.16,J8JCvKDqkj8
PHILIPPINES I CAN SPEAK ENGLISH TAGALOG,7.2,4.8,J8JCvKDqkj8
AND BASIC KOREAN I'M HERE TO AUDITION,9.76,4.799,J8JCvKDqkj8
FOR DANCING CATEGORY I WILL TELL YOU A,12.0,5.119,J8JCvKDqkj8
LITTLE BIT ABOUT MYSELF,14.559,4.88,J8JCvKDqkj8
MY HOBBIES ARE WATCHING MOVIES,17.119,3.201,J8JCvKDqkj8
AND,19.439,1.84,J8JCvKDqkj8
READING,20.32,3.119,J8JCvKDqkj8
AND FREESTYLE DANCING,21.279,4.32,J8JCvKDqkj8
THE REASON I WANT TO BE A K-POP IDOL,23.439,4.321,J8JCvKDqkj8
BECAUSE I WANT TO SHOW THE TALENT I HAVE,25.599,4.321,J8JCvKDqkj8
TO A LOT OF PEOPLE AND I'M ALWAYS HAVE A,27.76,3.919,J8JCvKDqkj8
FASHION WHEN IT COMES,29.92,3.84,J8JCvKDqkj8
TO DANCING SINCE WHEN I WAS YOUNG I,31.679,4.161,J8JCvKDqkj8
NEVER JOINED SOME WORKSHOP I ONLY DO,33.76,4.319,J8JCvKDqkj8
SELF-TAUGHT I KNOW I'M NOT THAT GOOD BUT,35.84,4.32,J8JCvKDqkj8
I'M WILLING TO LEARN AND GROW AND SHOW,38.079,3.921,J8JCvKDqkj8
WHAT I GOT SO I CAN BE BETTER IN THE,40.16,5.03,J8JCvKDqkj8
FUTURE ONCE AGAIN I'M NEAR,42.0,6.38,J8JCvKDqkj8
[MUSIC],45.19,3.19,J8JCvKDqkj8
HELLO MY NAME IS MARILYN BIRTH AND I,0.11,6.93,H7GYeKu9L_8
REALLY WANT TO TEACH ENGLISH IN CHINA I,4.08,6.21,H7GYeKu9L_8
GRADUATED COLLEGE IN 2014 WITH A,7.04,5.83,H7GYeKu9L_8
BACHELOR'S DEGREE IN ENGLISH SINCE THEN,10.29,5.819,H7GYeKu9L_8
I HAVE TAUGHT ENGLISH IN THAILAND SOUTH,12.87,5.61,H7GYeKu9L_8
KOREA A LITTLE IN VIETNAM AND NOW I,16.109,4.951,H7GYeKu9L_8
TEACH ONLINE TO STUDENTS IN CHINA AND,18.48,4.289,H7GYeKu9L_8
HAVE BEEN DOING THAT FOR ABOUT TWO YEARS,21.06,6.209,H7GYeKu9L_8
NOW I ALSO HAVE A 150 HOUR TESOL,22.769,5.58,H7GYeKu9L_8
CERTIFICATE,27.269,3.481,H7GYeKu9L_8
I LOVE TEACHING ESL I THINK IT'S SO MUCH,28.349,4.111,H7GYeKu9L_8
FUN AND I LOVE BEING ABLE TO HELP,30.75,4.38,H7GYeKu9L_8
STUDENTS YOU KNOW GROW AND BE ABLE TO,32.46,5.91,H7GYeKu9L_8
SPEAK ENGLISH MORE FLUENTLY I THINK THAT,35.13,6.03,H7GYeKu9L_8
I AM A FUN ACTIVE ENCOURAGING AND,38.37,4.77,H7GYeKu9L_8
SUPPORTIVE TEACHER TO ALL OF MY STUDENTS,41.16,3.57,H7GYeKu9L_8
I MAKE SURE THAT ALL OF THEM ARE,43.14,4.64,H7GYeKu9L_8
COMFORTABLE IN SPEAKING IN ENGLISH I,44.73,6.809,H7GYeKu9L_8
WANT TO TEACH IN CHINA BECAUSE I'VE,47.78,5.619,H7GYeKu9L_8
HEARD SO MANY WONDERFUL THINGS AND IT,51.539,3.93,H7GYeKu9L_8
SEEMS LIKE SUCH AN AMAZING PLACE AND,53.399,5.041,H7GYeKu9L_8
THERE ARE SO MANY THINGS TO SEE SO MANY,55.469,5.281,H7GYeKu9L_8
THINGS TO LEARN AND SO MANY THINGS TO DO,58.44,5.04,H7GYeKu9L_8
I HAVE BEEN TEACHING STUDENTS IN CHINA,60.75,5.61,H7GYeKu9L_8
VIA THE INTERNET FOR QUITE SOME TIME AND,63.48,4.65,H7GYeKu9L_8
NOW I REALLY WANT TEACH THEM IN PERSON,66.36,3.9,H7GYeKu9L_8
BECAUSE I LOVE TEACHING STUDENTS IN,68.13,4.77,H7GYeKu9L_8
PERSON AND I MISS IT THANK YOU VERY MUCH,70.26,4.649,H7GYeKu9L_8
FOR WATCHING MY VIDEO AND I LOOK FORWARD,72.9,4.14,H7GYeKu9L_8
TO TEACHING IN YOUR SCHOOL AND TEACHING,74.909,5.451,H7GYeKu9L_8
YOUR STUDENTS THANK YOU,77.04,3.32,H7GYeKu9L_8
HELLO EVERYONE THANK YOU FOR GIVING ME,0.599,5.281,w69hIDMXSaw
THIS OPPORTUNITY TO INTRODUCE MYSELF I,3.12,4.92,w69hIDMXSaw
AM ASTHA PANDOLE I AM BASICALLY FROM,5.88,4.139,w69hIDMXSaw
BATHROOM MADHYA PRADESH BUT CURRENTLY I,8.04,4.2,w69hIDMXSaw
STAYING IN BHOPAL I HAVE DONE MY,10.019,4.08,w69hIDMXSaw
SCHOOLING FROM PARADISE HIGHER SECONDARY,12.24,5.039,w69hIDMXSaw
SCHOOL AMLA I HAVE SECURED 81 PERCENT IN,14.099,5.701,w69hIDMXSaw
10TH STANDARD AND 65 PERCENT IN 12TH,17.279,5.041,w69hIDMXSaw
STANDARD CURRENTLY I AM PURSUING B TECH,19.8,4.62,w69hIDMXSaw
IN THE STREAM OF ELECTRICAL ENGINEERING,22.32,4.14,w69hIDMXSaw
FROM SAGAR INSTITUTE OF SCIENCE,24.42,4.619,w69hIDMXSaw
TECHNOLOGY AND ENGINEERING BHOPAL,26.46,6.24,w69hIDMXSaw
CURRENTLY MY CGP IS 8.15,29.039,6.421,w69hIDMXSaw
COMING TO MY SKILLS I AM SELF-MOTIVATED,32.7,5.039,w69hIDMXSaw
AND DETERMINED PERSON COMING TO MY,35.46,4.86,w69hIDMXSaw
TECHNICAL SKILLS I AM GOOD AT PYTHON AND,37.739,4.861,w69hIDMXSaw
IOT AND THE BASIC KNOWLEDGE OF C,40.32,3.6,w69hIDMXSaw
LANGUAGE,42.6,4.139,w69hIDMXSaw
I HAVE DONE INDUSTRIALLY VISIT SATPURA,43.92,6.36,w69hIDMXSaw
POWER PLANT SANI AND I HAVE DONE UH,46.739,5.761,w69hIDMXSaw
TRAINED BY POWER DISTRIBUTION TRAINING,50.28,4.74,w69hIDMXSaw
